province,year,green_credit_high_energy_interest_share,green_credit_proxy,green_credit_proxy_pct,green_credit_interpolated_flag
Ningxia,2022,0.752792949354518,0.24720705064548198,24.7207050645482,0
Qinghai,2005,0.761627906976744,0.23837209302325602,23.8372093023256,0
Qinghai,2006,0.848209783156833,0.15179021684316696,15.179021684316696,0
Qinghai,2007,0.826798793623438,0.173201206376562,17.3201206376562,0
Qinghai,2008,0.840862422997947,0.159137577002053,15.9137577002053,0
Qinghai,2009,0.826112412177986,0.17388758782201397,17.388758782201396,0
Qinghai,2010,0.866929911154985,0.13307008884501503,13.307008884501503,0
Qinghai,2011,0.887553802008608,0.112446197991392,11.2446197991392,0
Qinghai,2012,0.862565278308496,0.13743472169150395,13.743472169150394,0
Qinghai,2013,0.869259503405845,0.130740496594155,13.074049659415499,0
Qinghai,2014,0.874516307352128,0.12548369264787196,12.548369264787196,0
Qinghai,2015,0.903973838073531,0.09602616192646896,9.602616192646895,0
Qinghai,2016,0.906046235921755,0.09395376407824496,9.395376407824497,0
Qinghai,2017,0.882171141587792,0.11782885841220803,11.782885841220804,1
Qinghai,2018,0.859423712801134,0.14057628719886595,14.057628719886594,0
Qinghai,2019,0.858300653594771,0.14169934640522897,14.169934640522897,0
Qinghai,2020,0.818079477653946,0.18192052234605405,18.192052234605406,0
Qinghai,2021,0.825256356229808,0.17474364377019203,17.474364377019203,0
Qinghai,2022,0.808868501529052,0.191131498470948,19.113149847094803,0
Shaanxi,2005,0.475925260510241,0.524074739489759,52.407473948975905,0
Shaanxi,2006,0.497304385837098,0.502695614162902,50.2695614162902,0
Shaanxi,2007,0.445423209498277,0.5545767905017229,55.457679050172295,0
Shaanxi,2008,0.457762096774194,0.542237903225806,54.2237903225806,0
Shaanxi,2009,0.6039907904835,0.3960092095165,39.60092095165,0
Shaanxi,2010,0.615838926174497,0.384161073825503,38.4161073825503,0
Shaanxi,2011,0.535471895121527,0.46452810487847296,46.452810487847294,0
Shaanxi,2012,0.529130400690034,0.47086959930996597,47.0869599309966,0
Shaanxi,2013,0.503562619895862,0.49643738010413796,49.6437380104138,0
