lower_threshold_percent,upper_threshold_percent,middle_vs_low_coefficient,high_vs_middle_coefficient,bootstrap_repetition
65.31,76.14999999999999,-0.018257355007294734,0.03971397482561809,166
60.83,90.3,-0.06802488075172641,-0.034187365479557336,167
57.86,60.919999999999995,0.028104747153588114,-0.06784343213037305,168
77.53999999999999,92.43,0.041074593375823795,-0.02726770488717538,169
77.61,90.53999999999999,0.03979916165437456,-0.02833539785796841,170
60.89,88.52,-0.09006377804916177,-0.05470615680220928,171
61.07,90.64,-0.061504569208312584,-0.039608228037262355,172
60.650000000000006,89.39,-0.0292536523869932,-0.03492783751855565,173
73.75,86.08,-0.021505291460092894,-0.023573110406686155,174
64.92999999999999,77.79,0.025575880066808276,0.04780524766808772,175
77.83,84.41,0.02935044605577446,-0.022417735347714136,176
77.47,83.98,0.03434716032686709,-0.017968537865067448,177
81.28,85.81,0.042249266903923555,-0.04160155110886401,178
57.85,77.39,0.03238123103962771,0.0401103818840147,179
84.43,91.12,-0.04751919555653097,-0.04609565651439384,180
60.64000000000001,90.66,-0.04474042833225556,-0.04149862883440216,181
77.52,84.02,0.031145255884037406,-0.025360966767621583,182
77.39,87.8,0.03448900940486836,0.025913962966564515,183
77.53999999999999,92.24,0.02551080794539807,-0.019092888523604537,184
85.82,92.36,-0.042240382189996116,-0.03041665784975276,185
76.47,84.34,0.03966853930470923,-0.033878840639776406,186
60.88,82.84,-0.03349408653281735,-0.025113822927692854,187
59.86,77.95,-0.04726179284768683,0.031503087900468144,188
60.940000000000005,92.81,-0.053904250815244796,-0.04386892759686987,189
77.83,85.22999999999999,0.03836066673742657,-0.029416495500977226,190
60.75000000000001,89.16,-0.07836947227101929,-0.04812742527023231,191
59.75,85.15,-0.05794912546643622,-0.05295742232072082,192
60.83,90.66,-0.07556002346705747,-0.025995777492505992,193
60.8,88.58,-0.041796857051861994,-0.03626846766629513,194
60.9,89.58,-0.037049968956730905,-0.03086361609789802,195
77.69,85.5,0.033492757137001714,-0.026605992411294258,196
86.59,89.51,0.024984865547595887,-0.029537661318455994,197
83.93,92.47999999999999,-0.03585818459724368,-0.02471770107628879,198
64.92,77.25999999999999,0.02343280024367554,0.034771024893738775,199
60.940000000000005,89.36,-0.08416139911046677,-0.04174282418984385,200
88.51,94.33,-0.05456319226414331,-0.04074474703814259,201
77.38000000000001,91.33,0.034984797207709,-0.017201731730835276,202
59.260000000000005,90.46,-0.0565457759321308,-0.04150181825565224,203
61.12,85.61,-0.05759929614353347,-0.028929104371398284,204
84.02,92.51,-0.025286734628576387,-0.03360074180347407,205
77.59,92.43,0.030030034346910216,-0.017036357762011907,206
77.48,84.17999999999999,0.039766504359519436,-0.02521547919045116,207
