UNIT;PLANT;PARENT;URL;SPONSOR;CAPACITY_MW;STATUS;REGION;COUNTRY;SUBNATIONAL_UNIT;GEOPOINT
Unit 3;Anshan North Power Station;China Energy Investment Corp;https://www.gem.wiki/Anshan_North_power_station;;300;Cancelled;Asia;China;Liaoning;41.196, 123.051
Unit 4;Anshan South Power Station;China Energy Investment Corp;https://www.gem.wiki/Anshan_South_power_station;;300;Cancelled;Asia;China;Liaoning;41.108, 122.994
Unit 4;Anshan Steel Company No 2 Power Station;Ansteel Group Corp;https://www.gem.wiki/Anshan_Steel_Company_No_2_power_station;;350;Cancelled;Asia;China;Liaoning;41.13298, 122.96576
Phase Ii, Unit 3;Anshun Power Station;"China Energy Investment Corp [70.0%]; Guizhou Wujiang Energy Group Co Ltd [12.4%]; China Huadian Group Corp [9.2%]";https://www.gem.wiki/Anshun_power_station;;300;Operating;Asia;China;Guizhou;26.21964, 105.68725
Phase Iii, Unit 5;Anshun Power Station;"China Energy Investment Corp [60.0%]; Guizhou Wujiang Energy Group Co Ltd [23.9%]; Guizhou Qiansheng State-Owned Assets Management Co Ltd [8.0%]";https://www.gem.wiki/Anshun_power_station;;660;Shelved;Asia;China;Guizhou;26.21964, 105.68725
Unit 1;Antaibao Gangue Power Station;"China Coal Energy Co Ltd [51.0%]; China National Coal Group [49.0%]";https://www.gem.wiki/Antaibao_Gangue_power_station;;350;Construction;Asia;China;Shanxi;39.47126, 112.33074
Phase I, Unit 2;Anwen Songzao Power Station;"China Resources Power Holdings Co Ltd [38.2%]; Chongqing Construction Investment (Group) Co Ltd [8.4%]; Chongqing Energy Investment Runxin No. 1 Enterprise Management Partnership Lp [8.1%]; Chongqing Energy Investment Runxin No. 8 Enterprise Management Partnership Lp [7.5%]; Chongqing Energy Investment Runxin No. 7 Enterprise Management Partnership Lp [6.7%]; Chongqing Energy Investment Runxin No. 6 Enterprise Management Partnership Lp [6.2%]; Chongqing Energy Investment Runxin No. 2 Enterprise Management Partnership Lp [5.8%]; Chongqing Energy Investment Runxin No.4 Enterprise Management Partnership Lp [5.2%]";https://www.gem.wiki/Anwen_Songzao_power_station;;150;Retired;Asia;China;Chongqing;28.64111, 106.75306
Unit 7;Anyang Power Station;China Datang Corp;https://www.gem.wiki/Anyang_power_station;;100;Retired;Asia;China;Henan;36.11975, 114.27584
Unit 4;Anyuan Power Station;Huaneng Power International Inc;https://www.gem.wiki/Anyuan_power_station;;660;Operating;Asia;China;Jiangxi;27.64197, 114.00575
Unit 2;App Zhenjiang Jindong Mill Power Station;Fulong Investment Group [97.4%];https://www.gem.wiki/APP_Zhenjiang_Jindong_Mill_power_station;;80;Operating;Asia;China;Jiangsu;32.19441, 119.69977
Unit 1;App Zhenjiang Jindong Mill Power Station;Fulong Investment Group [97.4%];https://www.gem.wiki/APP_Zhenjiang_Jindong_Mill_power_station;;50;Operating;Asia;China;Jiangsu;32.19458, 119.69965
Phase Ii, Unit 3;Aral Xinhu Cogen Power Station;"The Aral System The State-Owned Assets Management Co Ltd [48.2%]; Xinjiang Production And Construction Corps Electric Power Group Co Ltd [33.3%]; Alar Xinxin State Owned Capital Investment And Operation (Group) Co Ltd [18.5%]";https://www.gem.wiki/Aral_Xinhu_Cogen_power_station;;350;Operating;Asia;China;Xinjiang;40.58943, 81.19543
Unit 1;Baise Smelter Power Station;"Ningbo Ruima Enterprise Management Partnership Lp [41.2%]; Geely Group Co Ltd [33.5%]; Guangxi Baise Industrial Investment Development Group Co Ltd [25.0%]";https://www.gem.wiki/Baise_Smelter_power_station;;350;Operating;Asia;China;Guangxi;23.78636, 106.8202
Unit 2;Baise Tiandong Power Station;"Ningbo Ruima Enterprise Management Partnership Lp [41.2%]; Geely Group Co Ltd [33.5%]; Guangxi Baise Industrial Investment Development Group Co Ltd [25.0%]";https://www.gem.wiki/Baise_Tiandong_power_station;;135;Operating;Asia;China;Guangxi;23.62965, 107.0241
Unit 1;Baise Tianyang Power Station;"Ningbo Ruima Enterprise Management Partnership Lp [41.2%]; Geely Group Co Ltd [33.5%]; Guangxi Baise Industrial Investment Development Group Co Ltd [25.0%]";https://www.gem.wiki/Baise_Tianyang_power_station;;150;Operating;Asia;China;Guangxi;23.78496, 106.82029
Unit 1;Baitao Cogen Power Station;"Huafon Chemical Co Ltd [77.6%]; Agricultural Development Bank Of China [22.4%]";https://www.gem.wiki/Baitao_cogen_power_station;;50;Operating;Asia;China;Chongqing;29.59294, 107.55123
Unit 3;Baitao Cogen Power Station;"Huafon Chemical Co Ltd [77.6%]; Agricultural Development Bank Of China [22.4%]";https://www.gem.wiki/Baitao_cogen_power_station;;60;Construction;Asia;China;Chongqing;29.59294, 107.55123
Unit 1;Baitao Industrial Park Heat Island Center Power Station;"Chongqing Chemical & Pharmaceutical Holding (Group) Co [58.5%]; Chongqing Land Properties Group Limited Co [12.2%]; Chongqing Construction Investment (Group) Co Ltd [7.9%]; Chongqing Changshou Investment Development Group Co Ltd [6.9%]";https://www.gem.wiki/Baitao_Industrial_Park_Heat_Island_Center_power_station;;50;Operating;Asia;China;Chongqing;29.58555, 107.51654
Unit 2;Baiyanghe Power Station;"Huaneng Power International Inc [80.0%]; China Huaneng Group [20.0%]";https://www.gem.wiki/Baiyanghe_power_station;;50;Retired;Asia;China;Shandong;36.47194, 117.8425
Phase I;Baiyin Aluminium Power Station;Baiyin Nonferrous Group Co Ltd;https://www.gem.wiki/Baiyin_Aluminium_power_station;;125;Cancelled;Asia;China;Gansu;36.544, 104.138
Unit 2;Baode Power Station;"Gd Power Development Co Ltd [52.5%]; China Shenhua Energy Co Ltd [38.8%]";https://www.gem.wiki/Baode_power_station;;135;Operating;Asia;China;Shanxi;38.94431, 111.10369
Unit 10;Baoding Cogen Power Station;Datang International Power Generation Co Ltd;https://www.gem.wiki/Baoding_cogen_power_station;;200;Operating;Asia;China;Hebei;38.85965, 115.4052
Unit 2;Baoding Northwest Suburb Power Station;Shenzhen Energy Group Co Ltd;https://www.gem.wiki/Baoding_Northwest_Suburb_power_station;;350;Operating;Asia;China;Hebei;38.96184, 115.36719
Phase Ii, Unit 3;Baoding Northwest Suburb Power Station;Shenzhen Energy Group Co Ltd;https://www.gem.wiki/Baoding_Northwest_Suburb_power_station;;660;Pre-Permit;Asia;China;Hebei;38.96184, 115.36719
Unit 1;Baofeng Low Heat Power Station;Ningxia Baofeng Energy Group Co Ltd;https://www.gem.wiki/Baofeng_Low_Heat_power_station;;350;Cancelled;Asia;China;Ningxia;38.24642, 106.54468
Unit 2;Baoshan Works Power Station;Baoshan Iron & Steel Co Ltd;https://www.gem.wiki/Baoshan_Works_power_station;;350;Operating;Asia;China;Shanghai;31.44217, 121.43558
Unit 1;Baota Power Station;"Zuntai Co., Ltd [49.0%]; Huanghe Jintian Industrial Co Ltd [39.5%]; Xinjiang Kuishan Baota Petrochemical Co Ltd [10.0%]";https://www.gem.wiki/Baota_power_station;;350;Cancelled;Asia;China;Xinjiang;44.36268, 84.96588
Unit 2;Baotou Aluminum Power Station;Aluminum Corporation Of China Ltd;https://www.gem.wiki/Baotou_Aluminum_power_station;;330;Operating;Asia;China;Inner Mongolia;40.5572, 110.14838
Phase I, Unit 2;Baotou Donghua Power Station;"China Huadian Group Corp [75.0%]; Inner Mongolia Mengdian Huaneng Thermal Power Corporation Ltd [25.0%]";https://www.gem.wiki/Baotou_Donghua_power_station;;320;Operating;Asia;China;Inner Mongolia;40.57889, 110.07361
Unit 4;Baotou East Hope Power Station;"East Hope Enterprise Management Co Ltd [68.0%]; Oriental Hope Investment Holding Co Ltd [32.0%]";https://www.gem.wiki/Baotou_East_Hope_power_station;;155;Operating;Asia;China;Inner Mongolia;40.59531, 109.7822
Unit 5;Baotou East Hope Power Station;"East Hope Enterprise Management Co Ltd [68.0%]; Oriental Hope Investment Holding Co Ltd [32.0%]";https://www.gem.wiki/Baotou_East_Hope_power_station;;350;Operating;Asia;China;Inner Mongolia;40.59531, 109.7822
Phase I, Unit 1;Baotou Hexi Power Station;China Huadian Group Corp;https://www.gem.wiki/Baotou_Hexi_power_station;;600;Operating;Asia;China;Inner Mongolia;40.57018, 109.78978
Phase Ii, Unit 3;Baotou Hexi Power Station;China Huadian Group Corp;https://www.gem.wiki/Baotou_Hexi_power_station;;660;Cancelled;Asia;China;Inner Mongolia;40.57094, 109.79513
Unit 1;Baotou Works Power Station;"People'S Government Of Inner Mongolia Autonomous Region [69.2%]; China Huarong Asset Management [15.0%]; Inner Mongolia State Owned Capital Operation Co Ltd [7.7%]; China Cinda Asset Management Co Ltd [6.2%]";https://www.gem.wiki/Baotou_Works_power_station;;100;Operating;Asia;China;Inner Mongolia;40.66074, 109.75796
Unit 4;Baotou-1 Power Station;"China Huaneng Group [74.8%]; Guangdong Hengjian Investment Holding Co Ltd [15.2%]; China Shenhua Energy Co Ltd [10.0%]";https://www.gem.wiki/Baotou-1_power_station;;50;Retired;Asia;China;Inner Mongolia;40.65667, 109.6575
Unit 7;Baotou-1 Power Station;"China Huaneng Group [74.8%]; Guangdong Hengjian Investment Holding Co Ltd [15.2%]; China Shenhua Energy Co Ltd [10.0%]";https://www.gem.wiki/Baotou-1_power_station;;100;Retired;Asia;China;Inner Mongolia;40.65667, 109.6575
Unit 8;Baotou-1 Power Station;"China Huaneng Group [74.8%]; Guangdong Hengjian Investment Holding Co Ltd [15.2%]; China Shenhua Energy Co Ltd [10.0%]";https://www.gem.wiki/Baotou-1_power_station;;125;Operating;Asia;China;Inner Mongolia;40.65667, 109.6575
Unit 9;Baotou-2 Power Station;Inner Mongolia Mengdian Huaneng Thermal Power Corporation Ltd;https://www.gem.wiki/Baotou-2_power_station;;200;Operating;Asia;China;Inner Mongolia;40.67711, 109.89128
Unit 5;Baotou-2 Power Station;Inner Mongolia Mengdian Huaneng Thermal Power Corporation Ltd;https://www.gem.wiki/Baotou-2_power_station;;50;Retired;Asia;China;Inner Mongolia;40.67711, 109.89128
Expansion;Baotou-2 Power Station;Inner Mongolia Mengdian Huaneng Thermal Power Corporation Ltd;https://www.gem.wiki/Baotou-2_power_station;;1200;Cancelled;Asia;China;Inner Mongolia;40.67722, 109.89128
Phase Vi, Unit 2-3;Baqiao Power Station;China Datang Corp;https://www.gem.wiki/Baqiao_power_station;;300;Operating;Asia;China;Shaanxi;34.28514, 109.05028
Phase I, Unit 2;Bayanhua Jinshan Power Station;"Shenyang Jinshan Energy Co Ltd [61.0%]; Liaoning Energy Industry Holding Group Co Ltd [32.1%]";https://www.gem.wiki/Bayanhua_Jinshan_power_station;;600;Operating;Asia;China;Inner Mongolia;44.93154, 118.70826
Unit 4;Bayi Zaozhuang Power Station;Zaozhuang Bayi Coal Water Slurry Thermal Power Co Ltd;https://www.gem.wiki/Bayi_Zaozhuang_power_station;;350;Cancelled;Asia;China;Shandong;34.82839, 117.27105
Unit 1;Bei'An Power Station;China Energy Investment Corp;https://www.gem.wiki/Bei'an_power_station;;50;Operating;Asia;China;Heilongjiang;48.23233, 126.52902
Unit 2;Bei'An Power Station;China Energy Investment Corp;https://www.gem.wiki/Bei'an_power_station;;50;Operating;Asia;China;Heilongjiang;48.23233, 126.52902
Phase I, Unit 2;Beihai Bebuwan Power Station;"Guangxi Investment Group Co Ltd [69.1%]; China Energy Investment Corp [16.3%]; Industrial And Commercial Bank Of China Ltd [6.1%]; Guangxi Guangtou New Energy Industry Development Fund Partnership Lp [5.7%]";https://www.gem.wiki/Beihai_Bebuwan_power_station;;320;Operating;Asia;China;Guangxi;21.58219, 109.58163
Unit 1;Beihai Mill Power Station;Stora Enso Pulp & Paper Asia [85.0%];https://www.gem.wiki/Beihai_Mill_power_station;;70;Operating;Asia;China;Guangxi;21.53862, 109.53468
Unit 1;Beijing Yire Power Station;"Gd Power Development Co Ltd [40.2%]; Clp China (Tianjin) [30.0%]; China Shenhua Energy Co Ltd [29.8%]";https://www.gem.wiki/Beijing_Yire_power_station;;200;Retired;Asia;China;Beijing;39.91016, 116.47913
Phase Ii, Unit 4;Beilun Power Station;"Zhejiang Zheneng Electric Power Co Ltd [51.0%]; Gd Power Development Co Ltd [28.2%]; China Shenhua Energy Co Ltd [20.8%]";https://www.gem.wiki/Beilun_power_station;;600;Operating;Asia;China;Zhejiang;29.94273, 121.81312
Phase Iv, Unit 8;Beilun Power Station;"Gd Power Development Co Ltd [40.2%]; Zhejiang Zheneng Electric Power Co Ltd [30.0%]; China Shenhua Energy Co Ltd [29.8%]";https://www.gem.wiki/Beilun_power_station;;1000;Permitted;Asia;China;Zhejiang;29.94273, 121.81312
Phase I, Unit 2;Beisantai Industrial Park Power Station;Xinjiang Tianyu Guowang Energy Investment Co Ltd;https://www.gem.wiki/Beisantai_Industrial_Park_power_station;;150;Cancelled;Asia;China;Xinjiang;44.1041, 88.7541
Phase Ii, Unit 3;Beisantai Industrial Park Power Station;Xinjiang Tianyu Guowang Energy Investment Co Ltd;https://www.gem.wiki/Beisantai_Industrial_Park_power_station;;150;Cancelled;Asia;China;Xinjiang;44.1041, 88.7541
Phase I, Unit 2;Beitun Cogen Power Station;"Xinjiang Production & Construction Corps Tenth Agricultural Division State-Owned Assets Ma [87.5%]; Agricultural Development Bank Of China [12.5%]";https://www.gem.wiki/Beitun_Cogen_power_station;;135;Operating;Asia;China;Xinjiang;47.28983, 87.72966
Unit 1;Beixinyao Power Station;Jinneng Holding Shanxi Electric Power Co Ltd;https://www.gem.wiki/Beixinyao_power_station;;1000;Pre-Permit;Asia;China;Shanxi;39.10306, 112.35361
Unit 6;Bengbu Tushan Cogen Power Station;Cofco Biotechnology Co Ltd;https://www.gem.wiki/Bengbu_Tushan_cogen_power_station;;60;Operating;Asia;China;Anhui;32.9284, 117.28505
Phase Ii, Unit 3;Binchang Power Station;"China Datang Corp [80.0%]; Shaanxi Coal Industry Co Ltd [20.0%]";https://www.gem.wiki/Binchang_power_station;;1000;Shelved;Asia;China;Shaanxi;35.13658, 107.93135
Phase Ii, Unit 4;Binzhou Boxing Power Station;"Gd Power Development Co Ltd [61.0%]; China Energy Investment Corp [17.0%]; Power Construction Corporation Of China Ltd [8.0%]; Boxing County Investment And Financing Service Center [5.0%]";https://www.gem.wiki/Binzhou_Boxing_power_station;;1000;Permitted;Asia;China;Shandong;37.27629, 118.33085
Unit 7;Binzhou Works Power Station;"Shandong Weiqiao Investment Holding Co Ltd [19.8%]; Shandong Weiqiao Pioneering Group Co Ltd [19.0%]; Binzhou Hanchuang Technology Development Partnership Lp [12.7%]";https://www.gem.wiki/Binzhou_Works_power_station;;45;Retired;Asia;China;Shandong;37.381, 117.97
Unit 8;Binzhou Works Power Station;"Shandong Weiqiao Investment Holding Co Ltd [19.8%]; Shandong Weiqiao Pioneering Group Co Ltd [19.0%]; Binzhou Hanchuang Technology Development Partnership Lp [12.7%]";https://www.gem.wiki/Binzhou_Works_power_station;;45;Retired;Asia;China;Shandong;37.381, 117.97
Unit 1;Cangzhou Bohai Power Station;China Resources Power Holdings Co Ltd;https://www.gem.wiki/Cangzhou_Bohai_power_station;;350;Operating;Asia;China;Hebei;38.36164, 117.62453
Unit 2;Caofeidian Works Power Station;Beijing Shougang Co Ltd;https://www.gem.wiki/Caofeidian_Works_power_station;;300;Operating;Asia;China;Hebei;38.94406, 118.49307
Unit 2;Ceec Chongzuo Power Station;China Energy Engineering Corp Ltd;https://www.gem.wiki/CEEC_Chongzuo_power_station;;660;Construction;Asia;China;Guangxi;22.49487, 107.55545
Unit 1;Changchun Southeast Power Station;Jilin Electric Power Co Ltd;https://www.gem.wiki/Changchun_Southeast_power_station;;350;Operating;Asia;China;Jilin;43.65099, 125.56932
Unit 3;Changchun-2 Power Station;"Changchun Erdao Industrial Development Co Ltd [46.6%]; China Datang Corp [46.6%]";https://www.gem.wiki/Changchun-2_power_station;;220;Operating;Asia;China;Jilin;43.88442, 125.39361
Unit 6;Changchun-2 Power Station;"Changchun Erdao Industrial Development Co Ltd [46.6%]; China Datang Corp [46.6%]";https://www.gem.wiki/Changchun-2_power_station;;220;Operating;Asia;China;Jilin;43.88442, 125.39361
Unit 2;Changchun-3 Power Station;China Datang Corp;https://www.gem.wiki/Changchun-3_power_station;;300;Operating;Asia;China;Jilin;43.77806, 125.14306
Unit 6;Changle Shengshi Power Station;"China Yuanbo Paper [79.9%]; Shengtai Holding [20.0%]";https://www.gem.wiki/Changle_Shengshi_power_station;;30;Operating;Asia;China;Shandong;36.73931, 118.85176
Unit 2;Changsha Power Station;"Huadian Power International Co Ltd [70.0%]; Shaanxi Coal And Chemical Industry Co Ltd [30.0%]";https://www.gem.wiki/Changsha_power_station;;600;Operating;Asia;China;Hunan;28.48861, 112.79894
Unit 11;Changshan Power Station;China Datang Corp;https://www.gem.wiki/Changshan_power_station;;660;Cancelled;Asia;China;Jilin;45.31697, 124.48926
Unit 3;Changshu-1 Power Station;"China Power International Development Co Ltd [50.0%]; Jiangsu Guoxin Investment Group Ltd [25.0%]; Suzhou International Development Group Co Ltd [17.5%]";https://www.gem.wiki/Changshu-1_power_station;;330;Operating;Asia;China;Jiangsu;31.75658, 120.97306
Unit 7;Changshu-1 Power Station;"China Power International Development Co Ltd [50.0%]; Jiangsu Guoxin Investment Group Ltd [25.0%]; Suzhou International Development Group Co Ltd [17.5%]";https://www.gem.wiki/Changshu-1_power_station;;660;Announced;Asia;China;Jiangsu;31.7532, 120.96349
Unit 2;Changshu-2 Power Station;China Resources Power Holdings Co Ltd;https://www.gem.wiki/Changshu-2_power_station;;650;Operating;Asia;China;Jiangsu;31.75776, 120.97813
Unit 3;Changshu-2 Power Station;China Resources Power Holdings Co Ltd;https://www.gem.wiki/Changshu-2_power_station;;650;Operating;Asia;China;Jiangsu;31.75776, 120.97813
Unit 2;Changxing Zsep Power Station;Zhejiang Zheneng Electric Power Co Ltd [95.0%];https://www.gem.wiki/Changxing_ZSEP_power_station;;300;Cancelled;Asia;China;Zhejiang;30.97929, 119.92048
Unit 1;Changzhi Cogen Power Station;"Shanxi State-Owned Capital Investment And Operation Co Ltd [46.1%]; China Energy Investment Corp [20.0%]; Jinneng Group Co Ltd [17.3%]; Jinneng Holding Group Co Ltd [5.1%]";https://www.gem.wiki/Changzhi_cogen_power_station;;330;Operating;Asia;China;Shanxi;36.19339, 113.01138
Phase I, Unit 7;Changzhi Power Station;Jinneng Holding Shanxi Electric Power Co Ltd;https://www.gem.wiki/Changzhi_power_station;;1000;Operating;Asia;China;Shanxi;36.3321, 113.1022
Phase I, Unit 8;Changzhi Power Station;Jinneng Holding Shanxi Electric Power Co Ltd;https://www.gem.wiki/Changzhi_power_station;;1000;Operating;Asia;China;Shanxi;36.3321, 113.1022
Phase Ii, Unit 9;Changzhi Power Station;Jinneng Holding Shanxi Electric Power Co Ltd;https://www.gem.wiki/Changzhi_power_station;;1350;Shelved;Asia;China;Shanxi;36.3321, 113.1022
Phase Ii, Unit 3;Changzhou Power Station;"Gd Power Development Co Ltd [39.6%]; China Shenhua Energy Co Ltd [29.3%]; Jiangsu Guoxin Investment Group Ltd [27.0%]";https://www.gem.wiki/Changzhou_power_station;;1000;Construction;Asia;China;Jiangsu;31.764, 120.12413
Unit 1;Changzhou Yatai Cogen Power Station;"Yaneng United Development [75.0%]; Jiangsu Wujin Economic Development Group Co Ltd [25.0%]";https://www.gem.wiki/Changzhou_Yatai_cogen_power_station;;55;Operating;Asia;China;Jiangsu;31.76511, 120.12377
Unit 2;Changzhou Zhongtian Iron & Steel Power Station;Changzhou Zhongtian Iron And Steel Co Ltd;https://www.gem.wiki/Changzhou_Zhongtian_Iron_%26_Steel_power_station;;60;Retired;Asia;China;Jiangsu;31.70778, 120.08778
Phase I, Unit 1;Chaohu Power Station;"Huaneng Power International Inc [60.0%]; Huaihe Energy Holding Group Co Ltd [22.2%]; China Huaneng Group Hong Kong Ltd [10.0%]";https://www.gem.wiki/Chaohu_power_station;;600;Operating;Asia;China;Anhui;31.652, 117.8229
Phase Ii, Unit 3;Chaohu Power Station;"Huaneng Power International Inc [60.0%]; Huaihe Energy Holding Group Co Ltd [22.2%]; China Huaneng Group Hong Kong Ltd [10.0%]";https://www.gem.wiki/Chaohu_power_station;;660;Cancelled;Asia;China;Anhui;31.652, 117.8229
Unit 1;Chaoyang Gdp Power Station;"Gd Power Development Co Ltd [57.5%]; China Shenhua Energy Co Ltd [42.5%]";https://www.gem.wiki/Chaoyang_GDP_power_station;;200;Retired;Asia;China;Liaoning;41.61429, 120.4246
Unit 1;Chaoyang Yanshanhu Power Station;Tianjin Yanshan Lake Power Technology Investment Partnership Lp;https://www.gem.wiki/Chaoyang_Yanshanhu_power_station;;600;Operating;Asia;China;Liaoning;41.50726, 120.31974
Unit 5;Chaoyang Yanshanhu Power Station;Tianjin Yanshan Lake Power Technology Investment Partnership Lp;https://www.gem.wiki/Chaoyang_Yanshanhu_power_station;;1000;Cancelled;Asia;China;Liaoning;41.50726, 120.31974
Unit 6;Chaoyang Yanshanhu Power Station;Tianjin Yanshan Lake Power Technology Investment Partnership Lp;https://www.gem.wiki/Chaoyang_Yanshanhu_power_station;;1000;Cancelled;Asia;China;Liaoning;41.50726, 120.31974
Unit 1;Chengde Dongsheng Power Station;"Persons [78.0%]; Kailuan(Group) Limited Liability Corp [13.9%]";https://www.gem.wiki/Chengde_Dongsheng_power_station;;30;Operating;Asia;China;Hebei;40.53871, 117.64988
Cogen Unit 1;Chengde Shangbancheng Power Station;"Hebei Construction Investment Energy Investment Co Ltd [93.9%]; Hebei Construction & Investment Group Co Ltd [6.1%]";https://www.gem.wiki/Chengde_Shangbancheng_power_station;;350;Operating;Asia;China;Hebei;40.80364, 118.06137
Unit 12;Chengdu Jialing Power Station;State Grid Corporation Of China;https://www.gem.wiki/Chengdu_Jialing_power_station;;142;Retired;Asia;China;Sichuan;30.65848, 104.13139
Unit 4;Chengfeng Cogen Power Station;"Shanxi Xiangkuang Group Co Ltd [46.2%]; Shanxi Zhongruimei Electrochemical Co Ltd [23.3%]; Persons [18.0%]; Shanxi Xiangkuang Group Co Ltd Trade Union Committee [11.0%]";https://www.gem.wiki/Chengfeng_Cogen_power_station;;50;Operating;Asia;China;Shanxi;36.49964, 112.96663
Unit 5;Chentangzhuang Power Station;Tianjin State-Owned Capital Investment And Management Co Ltd;https://www.gem.wiki/Chentangzhuang_power_station;;135;Retired;Asia;China;Tianjin;39.05382, 117.23701
Unit 9;Chentangzhuang Power Station;Tianjin State-Owned Capital Investment And Management Co Ltd;https://www.gem.wiki/Chentangzhuang_power_station;;300;Retired;Asia;China;Tianjin;39.05382, 117.23701
Phase Iii, Unit 3;Chifeng Yuanbaoshan Power Station;China Energy Investment Corp [97.9%];https://www.gem.wiki/Chifeng_Yuanbaoshan_power_station;;600;Operating;Asia;China;Inner Mongolia;42.30333, 119.32417
Phase Iv, Unit 6;Chifeng Yuanbaoshan Power Station;China Energy Investment Corp [97.9%];https://www.gem.wiki/Chifeng_Yuanbaoshan_power_station;;1000;Cancelled;Asia;China;Inner Mongolia;42.30333, 119.32417
Phase Ii, Unit 3;China Resources Wenzhou Power Station;"China Resources Power Holdings Co Ltd [55.0%]; Fujian Funeng Co Ltd [20.0%]; South Asia Energy Investment [10.0%]; Zhejiang Zheneng Electric Power Co Ltd [10.0%]";https://www.gem.wiki/China_Resources_Wenzhou_power_station;;1000;Construction;Asia;China;Zhejiang;27.49742, 120.66319
